,row,Txn Date,Description,Transfer To/From,Ref No./Cheque No.,Debit,Credit,Balance,Class,User
83,84,31/12/2022,Shoes,True,3441351385590,84.39,0.0,648846.1,Essential,vedika
84,85,31/12/2022,Garden,True,3786548756261,3104.49,0.0,645741.61,Non-important,vedika
85,86,31/12/2022,Tools,False,3365499869646,0.0,1557.82,647299.43,Non-important,vedika
86,87,01/01/2023,Jewelry,True,3075727332651,2379.44,0.0,644919.99,Important,vedika
87,88,01/01/2023,Computers,True,3461594609906,725.29,0.0,644194.7,Non-Essential,vedika
88,89,01/01/2023,Tools,True,3422864900017,4844.75,0.0,639349.95,Non-important,vedika
89,90,01/01/2023,Clothing,True,3808567667500,472.15,0.0,638877.8,Essential,vedika
90,91,01/01/2023,Home,False,3084687121284,0.0,2495.25,641373.05,Essential,vedika
91,92,01/01/2023,Garden,False,3998323590449,0.0,1244.35,642617.4,Essential,vedika
92,93,01/01/2023,Sports,False,3230378432479,0.0,2379.24,644996.64,Non-Essential,vedika
93,94,01/01/2023,Baby,True,3729203416563,4507.5,0.0,640489.14,Essential,vedika
94,95,01/01/2023,Outdoors,False,3427373288481,0.0,2403.58,642892.72,Non-Essential,vedika
95,96,01/01/2023,Home,True,3379445361765,4577.42,0.0,638315.3,Essential,vedika
96,97,01/01/2023,Beauty,True,3175489454513,1942.85,0.0,636372.45,Important,vedika
97,98,01/01/2023,Garden,False,3982707547052,0.0,742.79,637115.24,Non-Essential,vedika
98,99,01/01/2023,Kids,True,3730439686161,4454.21,0.0,632661.03,Important,vedika
99,100,02/01/2023,Sports,False,3707706255177,0.0,1499.29,634160.32,Important,vedika
100,101,02/01/2023,Kids,True,3451166640191,1505.1,0.0,632655.22,Important,vedika
101,102,02/01/2023,Computers,True,3613190914451,4887.58,0.0,627767.64,Important,vedika
102,103,02/01/2023,Sports,True,3329298148073,2494.58,0.0,625273.06,Non-important,vedika
103,104,02/01/2023,Grocery,True,3310752240223,3447.19,0.0,621825.87,Important,vedika
104,105,02/01/2023,Jewelry,False,3736580712415,0.0,85.44,621911.31,Non-Essential,vedika
105,106,02/01/2023,Grocery,True,3421905246816,638.33,0.0,621272.98,Essential,vedika
106,107,02/01/2023,Beauty,True,3817499765675,1389.42,0.0,619883.56,Essential,vedika
107,108,02/01/2023,Home,False,3875860608506,0.0,1078.59,620962.15,Non-Essential,vedika
108,109,02/01/2023,Computers,False,3471663980156,0.0,1960.5,622922.65,Non-Essential,vedika
109,110,02/01/2023,Shoes,True,3681969505188,1361.41,0.0,621561.24,Important,vedika
110,111,02/01/2023,Kids,True,3198647175042,3163.71,0.0,618397.53,Non-Essential,vedika
111,112,02/01/2023,Toys,False,3477726276752,0.0,728.62,619126.15,Non-important,vedika
112,113,02/01/2023,Books,False,3136509159097,0.0,547.89,619674.04,Important,vedika
113,114,02/01/2023,Electronics,False,3124414434444,0.0,2092.16,621766.2,Important,vedika
114,115,02/01/2023,Clothing,False,3312078268917,0.0,1704.44,623470.64,Non-Essential,vedika
115,116,02/01/2023,Health,True,3946320509250,3534.24,0.0,619936.4,Non-Essential,vedika
116,117,03/01/2023,Health,True,3769523971250,1685.21,0.0,618251.19,Non-Essential,vedika
117,118,03/01/2023,Clothing,False,3438698167659,0.0,1910.83,620162.02,Non-Essential,vedika
118,119,03/01/2023,Health,False,3028664484946,0.0,2011.25,622173.27,Essential,vedika
119,120,03/01/2023,Automotive,False,3897124241928,0.0,2136.61,624309.88,Essential,vedika
120,121,03/01/2023,Industrial,True,3341113213643,2851.89,0.0,621457.99,Non-important,vedika
121,122,03/01/2023,Automotive,False,3082276366994,0.0,2915.82,624373.81,Important,vedika
122,123,03/01/2023,Electronics,True,3730503353978,1966.73,0.0,622407.08,Essential,vedika
123,124,03/01/2023,Movies,True,3490126778297,1637.84,0.0,620769.24,Essential,vedika
124,125,03/01/2023,Kids,False,3246459893072,0.0,1110.2,621879.44,Essential,vedika
125,126,03/01/2023,Industrial,False,3560610849637,0.0,370.08,622249.52,Non-Essential,vedika
126,127,03/01/2023,Health,False,3933012676958,0.0,17.63,622267.15,Non-Essential,vedika
127,128,03/01/2023,Grocery,True,3188926068466,736.38,0.0,621530.77,Essential,vedika
128,129,03/01/2023,Automotive,False,3773750352495,0.0,1441.44,622972.21,Important,vedika
129,130,03/01/2023,Health,True,3527330235667,499.26,0.0,622472.95,Non-important,vedika
130,131,03/01/2023,Computers,False,3903562342316,0.0,1513.9,623986.85,Non-Essential,vedika
131,132,04/01/2023,Movies,False,3659390182692,0.0,740.76,624727.61,Non-important,vedika
132,133,04/01/2023,Sports,False,3050924833617,0.0,1900.81,626628.42,Important,vedika
133,134,04/01/2023,Home,True,3181453130613,273.97,0.0,626354.45,Non-important,vedika
134,135,04/01/2023,Baby,False,3539525446042,0.0,2576.02,628930.47,Essential,vedika
135,136,04/01/2023,Automotive,True,3854269201320,797.37,0.0,628133.1,Essential,vedika
136,137,04/01/2023,Home,True,3014777560869,2811.66,0.0,625321.44,Non-important,vedika
137,138,04/01/2023,Baby,False,3986113413251,0.0,603.95,625925.39,Important,vedika
138,139,04/01/2023,Jewelry,True,3180746345551,12.63,0.0,625912.76,Non-important,vedika
139,140,04/01/2023,Books,True,3611938096801,3888.68,0.0,622024.08,Important,vedika
140,141,04/01/2023,Kids,False,3209142625122,0.0,2294.71,624318.79,Important,vedika
141,142,04/01/2023,Garden,True,3529557079237,584.81,0.0,623733.98,Essential,vedika
142,143,04/01/2023,Jewelry,True,3515812468710,748.96,0.0,622985.02,Non-Essential,vedika
143,144,05/01/2023,Garden,True,3674577703115,4114.25,0.0,618870.77,Non-important,vedika
144,145,05/01/2023,Health,False,3195366570375,0.0,2919.76,621790.53,Non-important,vedika
145,146,05/01/2023,Garden,True,3961833640304,1302.39,0.0,620488.14,Essential,vedika
146,147,05/01/2023,Games,False,3839203689172,0.0,1567.07,622055.21,Non-important,vedika
147,148,05/01/2023,Clothing,True,3892757942050,3031.43,0.0,619023.78,Essential,vedika
148,149,05/01/2023,Garden,True,3381444556025,737.51,0.0,618286.27,Non-important,vedika
149,150,05/01/2023,Movies,True,3915028739209,36.61,0.0,618249.66,Non-important,vedika
150,151,05/01/2023,Games,False,3918482080586,0.0,497.61,618747.27,Important,vedika
151,152,05/01/2023,Outdoors,False,3388201618823,0.0,2952.82,621700.09,Important,vedika
152,153,05/01/2023,Movies,False,3489432145065,0.0,2566.72,624266.81,Non-important,vedika
153,154,05/01/2023,Movies,False,3413567941372,0.0,2047.6,626314.41,Non-Essential,vedika
154,155,06/01/2023,Shoes,True,3858416126098,897.88,0.0,625416.53,Non-important,vedika
155,156,06/01/2023,Garden,False,3696313613503,0.0,1180.82,626597.35,Essential,vedika
156,157,06/01/2023,Jewelry,False,3767843682168,0.0,2542.98,629140.33,Important,vedika
157,158,06/01/2023,Baby,False,3792269827186,0.0,2568.63,631708.96,Non-Essential,vedika
158,159,06/01/2023,Beauty,True,3840147943283,1117.89,0.0,630591.07,Essential,vedika
159,160,06/01/2023,Sports,False,3446525328291,0.0,113.7,630704.77,Essential,vedika
160,161,06/01/2023,Shoes,False,3138299710408,0.0,1242.37,631947.14,Important,vedika
161,162,06/01/2023,Automotive,False,3305079013680,0.0,723.3,632670.44,Non-important,vedika
162,163,06/01/2023,Shoes,True,3377156590511,218.22,0.0,632452.22,Non-Essential,vedika
163,164,06/01/2023,Toys,False,3684587512505,0.0,2600.98,635053.2,Important,vedika
164,165,06/01/2023,Clothing,True,3088848913340,3705.37,0.0,631347.83,Non-Essential,vedika
165,166,06/01/2023,Outdoors,True,3157749488254,3425.1,0.0,627922.73,Non-Essential,vedika
166,167,07/01/2023,Kids,True,3793258943322,1362.01,0.0,626560.72,Essential,vedika
167,168,07/01/2023,Health,True,3479120500227,468.16,0.0,626092.56,Important,vedika
168,169,07/01/2023,Grocery,False,3969865717607,0.0,509.38,626601.94,Essential,vedika
169,170,07/01/2023,Music,True,3314922255473,1728.99,0.0,624872.95,Important,vedika
170,171,07/01/2023,Toys,False,3238357508773,0.0,2202.5,627075.45,Non-important,vedika
171,172,07/01/2023,Baby,False,3425301550667,0.0,2617.8,629693.25,Essential,vedika
172,173,07/01/2023,Computers,False,3900629373707,0.0,2697.69,632390.94,Important,vedika
173,174,07/01/2023,Automotive,False,3076775325707,0.0,1981.49,634372.43,Non-important,vedika
174,175,07/01/2023,Jewelry,True,3501929769452,4816.08,0.0,629556.35,Important,vedika
175,176,07/01/2023,Health,True,3873802440058,3883.44,0.0,625672.91,Non-important,vedika
176,177,07/01/2023,Kids,True,3256567078891,2079.22,0.0,623593.69,Non-Essential,vedika
177,178,08/01/2023,Automotive,True,3099124729851,1844.01,0.0,621749.68,Non-important,vedika
178,179,08/01/2023,Movies,False,3162400559189,0.0,2517.94,624267.62,Non-important,vedika
179,180,08/01/2023,Tools,False,3646733121659,0.0,1370.75,625638.37,Non-Essential,vedika
180,181,08/01/2023,Jewelry,False,3756501128852,0.0,192.9,625831.27,Non-important,vedika
181,182,08/01/2023,Movies,False,3466941774482,0.0,1055.24,626886.51,Non-important,vedika
182,183,08/01/2023,Shoes,False,3148524647601,0.0,683.29,627569.8,Essential,vedika
183,184,08/01/2023,Clothing,False,3009723975172,0.0,2409.22,629979.02,Important,vedika
184,185,08/01/2023,Clothing,True,3493792511420,2367.49,0.0,627611.53,Non-important,vedika
185,186,08/01/2023,Baby,True,3810380924462,1315.14,0.0,626296.39,Essential,vedika
186,187,08/01/2023,Toys,True,3161665293455,4229.31,0.0,622067.08,Essential,vedika
187,188,08/01/2023,Kids,False,3140326306226,0.0,2775.39,624842.47,Non-Essential,vedika
188,189,09/01/2023,Jewelry,True,3813747683243,4713.59,0.0,620128.88,Important,vedika
189,190,09/01/2023,Grocery,False,3087350354882,0.0,2125.44,622254.32,Non-Essential,vedika
190,191,09/01/2023,Industrial,True,3226263661979,2006.44,0.0,620247.88,Essential,vedika
191,192,09/01/2023,Tools,True,3305221402985,719.75,0.0,619528.13,Non-Essential,vedika
192,193,09/01/2023,Tools,True,3209015204769,1491.12,0.0,618037.01,Non-important,vedika
193,194,09/01/2023,Shoes,True,3030854923242,4049.67,0.0,613987.34,Non-important,vedika
194,195,09/01/2023,Shoes,True,3123048230898,1517.35,0.0,612469.99,Non-Essential,vedika
195,196,10/01/2023,Sports,False,3012061489059,0.0,2631.96,615101.95,Non-Essential,vedika
196,197,10/01/2023,Garden,False,3793708929560,0.0,320.05,615422.0,Essential,vedika
197,198,10/01/2023,Baby,True,3291452969492,566.45,0.0,614855.55,Non-important,vedika
198,199,10/01/2023,Jewelry,True,3532214251150,719.08,0.0,614136.47,Essential,vedika
199,200,10/01/2023,Outdoors,False,3307147331551,0.0,1110.66,615247.13,Non-important,vedika
200,201,10/01/2023,Shoes,True,3014210318301,1414.77,0.0,613832.36,Important,vedika
201,202,10/01/2023,Baby,True,3570290627583,2005.83,0.0,611826.53,Important,vedika
202,203,10/01/2023,Automotive,True,3229496450964,3283.4,0.0,608543.13,Important,vedika
203,204,10/01/2023,Toys,True,3697594935093,3241.9,0.0,605301.23,Non-important,vedika
204,205,10/01/2023,Books,True,3432982997703,3055.86,0.0,602245.37,Non-important,vedika
205,206,10/01/2023,Sports,True,3295537868130,583.27,0.0,601662.1,Non-important,vedika
206,207,10/01/2023,Shoes,False,3158782681594,0.0,59.85,601721.95,Important,vedika
207,208,10/01/2023,Grocery,True,3236900201022,1393.17,0.0,600328.78,Essential,vedika
208,209,10/01/2023,Books,True,3595535359081,2426.97,0.0,597901.81,Non-important,vedika
209,210,11/01/2023,Jewelry,True,3513899871688,4525.56,0.0,593376.25,Non-important,vedika
210,211,11/01/2023,Music,False,3087117743823,0.0,1272.62,594648.87,Essential,vedika
211,212,11/01/2023,Movies,True,3429418878999,4959.42,0.0,589689.45,Important,vedika
212,213,11/01/2023,Movies,True,3156502419105,2899.59,0.0,586789.86,Non-important,vedika
213,214,11/01/2023,Books,True,3221993473150,3665.74,0.0,583124.12,Non-Essential,vedika
214,215,11/01/2023,Sports,False,3478438649357,0.0,2864.33,585988.45,Essential,vedika
215,216,11/01/2023,Jewelry,False,3858761132834,0.0,7.2,585995.65,Non-important,vedika
216,217,11/01/2023,Electronics,False,3919378959243,0.0,2593.72,588589.37,Essential,vedika
217,218,11/01/2023,Electronics,True,3278330285125,3387.0,0.0,585202.37,Important,vedika
218,219,11/01/2023,Home,False,3445234240695,0.0,2632.36,587834.73,Essential,vedika
219,220,11/01/2023,Games,False,3116540959009,0.0,2384.14,590218.87,Non-Essential,vedika
220,221,11/01/2023,Industrial,True,3915564354445,317.93,0.0,589900.94,Essential,vedika
221,222,12/01/2023,Electronics,True,3650768210065,4993.89,0.0,584907.05,Non-Essential,vedika
222,223,12/01/2023,Books,True,3534823460140,2445.2,0.0,582461.85,Essential,vedika
223,224,12/01/2023,Music,False,3361794564682,0.0,2990.18,585452.03,Essential,vedika
224,225,12/01/2023,Automotive,False,3776761327817,0.0,813.25,586265.28,Essential,vedika
225,226,12/01/2023,Home,True,3610486843667,1731.65,0.0,584533.63,Non-Essential,vedika
226,227,12/01/2023,Kids,True,3620733590022,4110.27,0.0,580423.36,Non-Essential,vedika
227,228,12/01/2023,Kids,True,3028254195349,3206.16,0.0,577217.2,Essential,vedika
228,229,12/01/2023,Grocery,True,3636275991491,4803.23,0.0,572413.97,Essential,vedika
229,230,12/01/2023,Toys,False,3709613568135,0.0,20.28,572434.25,Non-important,vedika
230,231,12/01/2023,Kids,True,3434266619448,4895.61,0.0,567538.64,Essential,vedika
231,232,12/01/2023,Garden,False,3597956229781,0.0,35.79,567574.43,Essential,vedika
232,233,13/01/2023,Automotive,True,3200537889517,3256.9,0.0,564317.53,Essential,vedika
233,234,13/01/2023,Toys,False,3586951036308,0.0,1611.97,565929.5,Essential,vedika
234,235,13/01/2023,Outdoors,False,3433480287748,0.0,194.44,566123.94,Essential,vedika
235,236,13/01/2023,Computers,False,3779715105504,0.0,161.28,566285.22,Non-Essential,vedika
236,237,13/01/2023,Clothing,False,3202919923400,0.0,2026.14,568311.36,Non-important,vedika
237,238,13/01/2023,Kids,True,3136399544130,3004.94,0.0,565306.42,Essential,vedika
238,239,13/01/2023,Games,True,3607600160487,2699.57,0.0,562606.85,Essential,vedika
239,240,13/01/2023,Automotive,False,3933150106939,0.0,832.82,563439.67,Non-important,vedika
240,241,13/01/2023,Beauty,True,3073844279678,1417.46,0.0,562022.21,Important,vedika
241,242,14/01/2023,Music,True,3976682241065,927.75,0.0,561094.46,Non-Essential,vedika
242,243,14/01/2023,Kids,True,3751329061489,35.18,0.0,561059.28,Non-Essential,vedika
243,244,14/01/2023,Tools,False,3049570561902,0.0,1573.99,562633.27,Non-Essential,vedika
244,245,14/01/2023,Books,False,3311648787924,0.0,696.96,563330.23,Essential,vedika
245,246,14/01/2023,Kids,False,3978467483062,0.0,1686.97,565017.2,Non-Essential,vedika
246,247,14/01/2023,Grocery,False,3557166033124,0.0,2224.42,567241.62,Non-Essential,vedika
247,248,14/01/2023,Industrial,False,3557673819794,0.0,2816.88,570058.5,Non-important,vedika
248,249,14/01/2023,Movies,True,3624605737495,3658.48,0.0,566400.02,Essential,vedika
249,250,14/01/2023,Industrial,False,3571519607122,0.0,1402.41,567802.43,Non-Essential,vedika
250,251,14/01/2023,Beauty,False,3149624300556,0.0,435.32,568237.75,Important,vedika
251,252,14/01/2023,Garden,False,3184337340835,0.0,2604.22,570841.97,Non-important,vedika
252,253,14/01/2023,Kids,True,3348415246821,4324.78,0.0,566517.19,Non-Essential,vedika
253,254,15/01/2023,Baby,True,3412697166658,2127.41,0.0,564389.78,Non-Essential,vedika
254,255,15/01/2023,Health,False,3804387186852,0.0,2748.95,567138.73,Essential,vedika
255,256,15/01/2023,Music,True,3875430876882,4339.26,0.0,562799.47,Important,vedika
256,257,15/01/2023,Health,False,3622952726268,0.0,2781.28,565580.75,Essential,vedika
257,258,15/01/2023,Books,True,3787492522892,4405.82,0.0,561174.93,Non-Essential,vedika
258,259,15/01/2023,Jewelry,True,3616574385633,1076.45,0.0,560098.48,Non-Essential,vedika
259,260,15/01/2023,Industrial,False,3246017883897,0.0,2461.48,562559.96,Non-important,vedika
260,261,15/01/2023,Outdoors,False,3043562993308,0.0,2415.28,564975.24,Important,vedika
261,262,15/01/2023,Shoes,False,3612234215251,0.0,2141.05,567116.29,Non-important,vedika
262,263,15/01/2023,Electronics,False,3901701474150,0.0,2608.34,569724.63,Important,vedika
263,264,15/01/2023,Home,True,3757851408644,1396.92,0.0,568327.71,Non-Essential,vedika
264,265,15/01/2023,Movies,True,3639881292929,4773.41,0.0,563554.3,Non-important,vedika
265,266,15/01/2023,Games,False,3267419547271,0.0,430.56,563984.86,Essential,vedika
266,267,16/01/2023,Movies,True,3165473727403,3474.41,0.0,560510.45,Essential,vedika
267,268,16/01/2023,Movies,False,3377054863260,0.0,442.32,560952.77,Important,vedika
268,269,16/01/2023,Clothing,True,3380665293457,4187.57,0.0,556765.2,Non-Essential,vedika
269,270,16/01/2023,Shoes,False,3177232070876,0.0,52.29,556817.49,Non-Essential,vedika
270,271,16/01/2023,Garden,True,3676410052247,3371.04,0.0,553446.45,Non-Essential,vedika
271,272,16/01/2023,Sports,True,3855733434544,1877.9,0.0,551568.55,Non-important,vedika
272,273,16/01/2023,Tools,False,3416389760982,0.0,1399.23,552967.78,Important,vedika
273,274,16/01/2023,Shoes,True,3205845370277,2896.07,0.0,550071.71,Non-important,vedika
274,275,16/01/2023,Games,False,3343511170036,0.0,417.2,550488.91,Essential,vedika
275,276,17/01/2023,Health,True,3846917428098,889.14,0.0,549599.77,Important,vedika
276,277,17/01/2023,Movies,False,3914035448647,0.0,2121.72,551721.49,Non-Essential,vedika
277,278,17/01/2023,Home,True,3392850683762,221.08,0.0,551500.41,Non-Essential,vedika
278,279,17/01/2023,Clothing,True,3036672994336,722.53,0.0,550777.88,Non-important,vedika
279,280,17/01/2023,Movies,False,3983829428997,0.0,960.49,551738.37,Important,vedika
280,281,17/01/2023,Shoes,True,3376807817240,3351.33,0.0,548387.04,Important,vedika
281,282,17/01/2023,Movies,True,3783530088153,1317.43,0.0,547069.61,Essential,vedika
282,283,18/01/2023,Baby,True,3767312519727,1919.63,0.0,545149.98,Non-important,vedika
283,284,18/01/2023,Tools,False,3959283840896,0.0,2419.97,547569.95,Non-important,vedika
284,285,18/01/2023,Electronics,True,3797746378397,4631.59,0.0,542938.36,Non-Essential,vedika
285,286,18/01/2023,Garden,True,3585652241612,4150.57,0.0,538787.79,Non-important,vedika
286,287,18/01/2023,Tools,True,3771887263984,2052.16,0.0,536735.63,Important,vedika
287,288,18/01/2023,Computers,False,3913528720623,0.0,2217.58,538953.21,Non-important,vedika
288,289,18/01/2023,Jewelry,False,3501162341598,0.0,557.9,539511.11,Non-important,vedika
289,290,18/01/2023,Toys,True,3792427928202,4313.0,0.0,535198.11,Non-Essential,vedika
290,291,18/01/2023,Games,True,3479327434300,3829.89,0.0,531368.22,Non-Essential,vedika
291,292,18/01/2023,Home,True,3189988721883,749.43,0.0,530618.79,Important,vedika
292,293,18/01/2023,Grocery,False,3991691621741,0.0,1877.53,532496.32,Important,vedika
293,294,18/01/2023,Industrial,False,3713105397228,0.0,2577.7,535074.02,Non-important,vedika
294,295,18/01/2023,Sports,True,3984294920610,4522.61,0.0,530551.41,Non-important,vedika
295,296,18/01/2023,Tools,True,3627140918404,1516.33,0.0,529035.08,Non-important,vedika
296,297,18/01/2023,Garden,True,3428771848603,4216.57,0.0,524818.51,Non-important,vedika
297,298,18/01/2023,Kids,True,3843499442682,686.44,0.0,524132.07,Non-important,vedika
298,299,19/01/2023,Shoes,False,3532431677634,0.0,427.23,524559.3,Essential,vedika
299,300,19/01/2023,Grocery,True,3677258851066,4283.31,0.0,520275.99,Non-important,vedika
300,301,19/01/2023,Health,True,3932497092034,3075.72,0.0,517200.27,Important,vedika
301,302,19/01/2023,Grocery,True,3441910304522,3986.78,0.0,513213.49,Non-Essential,vedika
302,303,19/01/2023,Music,True,3657881856923,1264.48,0.0,511949.01,Essential,vedika
