,row,Txn Date,Description,Transfer To/From,Ref No./Cheque No.,Debit,Credit,Balance,Class,User
50,51,29/12/2022,Grocery,True,1228215694230,2335.23,0.0,329806.37,Important,soumi
51,52,29/12/2022,Grocery,True,1032373825595,3005.96,0.0,326800.41,Important,soumi
52,53,29/12/2022,Grocery,True,1227606813167,1019.34,0.0,325781.07,Important,soumi
53,54,29/12/2022,Games,False,1657204363677,0.0,848.65,326629.72,Non-important,soumi
54,55,29/12/2022,Baby,False,1673351227407,0.0,3840.11,330469.83,Essential,soumi
55,56,30/12/2022,Movies,True,1238173367124,3214.33,0.0,327255.5,Non-Essential,soumi
56,57,30/12/2022,Garden,True,1256708972104,2690.57,0.0,324564.93,Important,soumi
57,58,30/12/2022,Kids,True,1637385288453,1821.74,0.0,322743.19,Non-important,soumi
58,59,30/12/2022,Clothing,False,1271212694279,0.0,3437.77,326180.96,Non-Essential,soumi
59,60,30/12/2022,Books,True,1248519481700,2355.0,0.0,323825.96,Essential,soumi
60,61,30/12/2022,Grocery,False,1183503730736,0.0,1145.35,324971.31,Non-Essential,soumi
61,62,30/12/2022,Automotive,False,1311726825901,0.0,3555.11,328526.42,Non-important,soumi
62,63,30/12/2022,Beauty,True,1566372447836,3620.33,0.0,324906.09,Important,soumi
63,64,30/12/2022,Sports,False,1918880348648,0.0,2647.61,327553.7,Non-Essential,soumi
64,65,30/12/2022,Grocery,True,1503183792831,3574.59,0.0,323979.11,Non-important,soumi
65,66,31/12/2022,Baby,False,1866577674451,0.0,1693.23,325672.34,Essential,soumi
66,67,31/12/2022,Movies,True,1169322313677,975.11,0.0,324697.23,Non-Essential,soumi
67,68,31/12/2022,Books,False,1827104923933,0.0,4898.27,329595.5,Essential,soumi
68,69,31/12/2022,Clothing,False,1632346197886,0.0,2996.52,332592.02,Non-important,soumi
69,70,31/12/2022,Electronics,True,1261259208539,4039.86,0.0,328552.16,Essential,soumi
70,71,31/12/2022,Industrial,False,1149007243478,0.0,2599.15,331151.31,Essential,soumi
71,72,31/12/2022,Electronics,False,1447696653968,0.0,4597.82,335749.13,Non-important,soumi
72,73,31/12/2022,Electronics,False,1167397396882,0.0,4495.36,340244.49,Important,soumi
73,74,31/12/2022,Grocery,True,1718528834755,449.98,0.0,339794.51,Essential,soumi
74,75,31/12/2022,Health,True,1751025592804,4025.53,0.0,335768.98,Non-Essential,soumi
75,76,31/12/2022,Outdoors,False,1540073735547,0.0,3865.86,339634.84,Non-Essential,soumi
76,77,31/12/2022,Grocery,False,1717262253415,0.0,2299.55,341934.39,Non-Essential,soumi
77,78,31/12/2022,Shoes,False,1714145035231,0.0,1546.42,343480.81,Non-important,soumi
78,79,31/12/2022,Industrial,True,1490360538691,4298.32,0.0,339182.49,Important,soumi
79,80,31/12/2022,Electronics,True,1281807723542,4871.63,0.0,334310.86,Important,soumi
80,81,01/01/2023,Automotive,True,1194306271601,1332.71,0.0,332978.15,Non-important,soumi
81,82,01/01/2023,Electronics,False,1432859331639,0.0,773.22,333751.37,Important,soumi
82,83,01/01/2023,Music,False,1334708259188,0.0,4746.36,338497.73,Essential,soumi
83,84,01/01/2023,Jewelry,False,1656967103721,0.0,1274.81,339772.54,Non-important,soumi
84,85,01/01/2023,Grocery,False,1639851096426,0.0,211.35,339983.89,Non-important,soumi
85,86,01/01/2023,Baby,False,1231310021210,0.0,2323.77,342307.66,Important,soumi
86,87,01/01/2023,Music,True,1785500168291,4616.63,0.0,337691.03,Essential,soumi
87,88,01/01/2023,Games,False,1213005717332,0.0,4759.59,342450.62,Non-important,soumi
88,89,01/01/2023,Shoes,True,1385830127297,2166.71,0.0,340283.91,Essential,soumi
89,90,01/01/2023,Kids,False,1893065931744,0.0,4570.27,344854.18,Non-Essential,soumi
90,91,01/01/2023,Movies,False,1300086563511,0.0,4474.94,349329.12,Non-important,soumi
91,92,02/01/2023,Music,True,1288104832546,3382.48,0.0,345946.64,Important,soumi
92,93,02/01/2023,Music,False,1673433409918,0.0,2521.66,348468.3,Essential,soumi
93,94,02/01/2023,Electronics,True,1663731648489,3860.92,0.0,344607.38,Non-Essential,soumi
94,95,02/01/2023,Toys,True,1309323608707,2766.53,0.0,341840.85,Non-Essential,soumi
95,96,02/01/2023,Outdoors,True,1654982258739,1964.92,0.0,339875.93,Essential,soumi
96,97,02/01/2023,Electronics,True,1889988388729,880.57,0.0,338995.36,Essential,soumi
97,98,02/01/2023,Home,True,1439734087787,3398.96,0.0,335596.4,Non-Essential,soumi
98,99,02/01/2023,Automotive,True,1484581392252,1650.74,0.0,333945.66,Important,soumi
99,100,02/01/2023,Games,True,1453073220555,4053.93,0.0,329891.73,Non-important,soumi
100,101,02/01/2023,Garden,False,1502745278152,0.0,3169.71,333061.44,Non-Essential,soumi
101,102,03/01/2023,Beauty,True,1364196271047,853.39,0.0,332208.05,Important,soumi
102,103,03/01/2023,Toys,True,1408161244833,2600.56,0.0,329607.49,Non-Essential,soumi
103,104,03/01/2023,Automotive,True,1188522627376,1595.55,0.0,328011.94,Essential,soumi
104,105,03/01/2023,Electronics,True,1188098393559,22.59,0.0,327989.35,Non-important,soumi
105,106,03/01/2023,Grocery,True,1379768534678,2448.91,0.0,325540.44,Non-important,soumi
106,107,03/01/2023,Beauty,False,1230552873404,0.0,2029.44,327569.88,Non-important,soumi
107,108,03/01/2023,Toys,True,1846125166715,1411.61,0.0,326158.27,Important,soumi
108,109,03/01/2023,Music,True,1631990741532,4998.89,0.0,321159.38,Non-important,soumi
109,110,03/01/2023,Music,False,1461091295372,0.0,4762.03,325921.41,Non-Essential,soumi
110,111,03/01/2023,Baby,True,1040004469347,4591.68,0.0,321329.73,Essential,soumi
111,112,03/01/2023,Games,False,1107189126534,0.0,591.84,321921.57,Essential,soumi
112,113,03/01/2023,Beauty,True,1386805672134,2422.08,0.0,319499.49,Essential,soumi
113,114,04/01/2023,Kids,True,1668577407752,3646.98,0.0,315852.51,Essential,soumi
114,115,04/01/2023,Shoes,False,1348658380106,0.0,1930.73,317783.24,Non-Essential,soumi
115,116,04/01/2023,Garden,False,1990893085882,0.0,196.45,317979.69,Non-Essential,soumi
116,117,04/01/2023,Industrial,True,1217474410385,387.95,0.0,317591.74,Essential,soumi
117,118,04/01/2023,Jewelry,True,1090914120470,2201.6,0.0,315390.14,Essential,soumi
118,119,04/01/2023,Garden,False,1127774834594,0.0,1236.3,316626.44,Essential,soumi
119,120,04/01/2023,Shoes,True,1749182004580,1120.49,0.0,315505.95,Non-important,soumi
120,121,04/01/2023,Garden,False,1084147676159,0.0,715.2,316221.15,Non-important,soumi
121,122,04/01/2023,Grocery,True,1713773539918,1606.3,0.0,314614.85,Essential,soumi
122,123,04/01/2023,Sports,True,1927853784163,2532.17,0.0,312082.68,Essential,soumi
123,124,04/01/2023,Industrial,True,1406688514780,3828.51,0.0,308254.17,Essential,soumi
124,125,04/01/2023,Outdoors,False,1657197813833,0.0,1088.14,309342.31,Essential,soumi
125,126,05/01/2023,Clothing,True,1799631306396,679.44,0.0,308662.87,Non-important,soumi
126,127,05/01/2023,Grocery,False,1123204772104,0.0,4701.31,313364.18,Essential,soumi
127,128,05/01/2023,Home,False,1223070022979,0.0,1103.69,314467.87,Important,soumi
128,129,05/01/2023,Toys,True,1752184386779,770.89,0.0,313696.98,Non-important,soumi
129,130,05/01/2023,Outdoors,False,1452518574120,0.0,3827.6,317524.58,Non-important,soumi
130,131,05/01/2023,Home,False,1258136962179,0.0,4056.56,321581.14,Essential,soumi
131,132,05/01/2023,Kids,False,1910394744699,0.0,2673.23,324254.37,Essential,soumi
132,133,05/01/2023,Shoes,False,1594853780377,0.0,3966.8,328221.17,Non-important,soumi
133,134,05/01/2023,Movies,True,1995246108893,1421.48,0.0,326799.69,Non-important,soumi
134,135,06/01/2023,Grocery,True,1902077168219,1234.36,0.0,325565.33,Important,soumi
135,136,06/01/2023,Jewelry,False,1471391289645,0.0,2032.72,327598.05,Essential,soumi
136,137,06/01/2023,Industrial,False,1600335973308,0.0,1479.95,329078.0,Non-important,soumi
137,138,06/01/2023,Baby,False,1738976206203,0.0,2931.08,332009.08,Essential,soumi
138,139,06/01/2023,Home,True,1218815897928,4783.75,0.0,327225.33,Non-Essential,soumi
139,140,06/01/2023,Electronics,True,1996677474732,611.17,0.0,326614.16,Non-Essential,soumi
140,141,06/01/2023,Health,False,1365835078015,0.0,19.39,326633.55,Non-important,soumi
141,142,06/01/2023,Grocery,True,1123590614780,90.89,0.0,326542.66,Non-Essential,soumi
142,143,06/01/2023,Baby,False,1850965991702,0.0,410.47,326953.13,Essential,soumi
143,144,06/01/2023,Home,True,1535970797490,2473.78,0.0,324479.35,Non-Essential,soumi
144,145,06/01/2023,Outdoors,False,1142868459139,0.0,2095.13,326574.48,Essential,soumi
145,146,06/01/2023,Shoes,False,1314357367970,0.0,837.65,327412.13,Non-Essential,soumi
146,147,06/01/2023,Outdoors,False,1929328346058,0.0,153.27,327565.4,Essential,soumi
147,148,07/01/2023,Movies,False,1884898818261,0.0,141.09,327706.49,Essential,soumi
148,149,07/01/2023,Tools,False,1269797556286,0.0,3953.53,331660.02,Non-important,soumi
149,150,07/01/2023,Industrial,True,1914000998589,3614.44,0.0,328045.58,Essential,soumi
150,151,07/01/2023,Health,False,1564492273898,0.0,3582.79,331628.37,Essential,soumi
151,152,07/01/2023,Automotive,False,1191933754213,0.0,4254.32,335882.69,Important,soumi
152,153,07/01/2023,Kids,True,1065083475677,2339.12,0.0,333543.57,Non-important,soumi
153,154,07/01/2023,Music,False,1305045959734,0.0,539.76,334083.33,Essential,soumi
154,155,07/01/2023,Sports,False,1497626432427,0.0,3991.17,338074.5,Essential,soumi
155,156,07/01/2023,Automotive,False,1434735399158,0.0,4582.49,342656.99,Important,soumi
156,157,08/01/2023,Garden,False,1406827775679,0.0,2954.36,345611.35,Essential,soumi
157,158,08/01/2023,Outdoors,True,1184158518356,624.11,0.0,344987.24,Important,soumi
158,159,08/01/2023,Grocery,False,1668786032081,0.0,3792.1,348779.34,Non-Essential,soumi
159,160,08/01/2023,Health,True,1482036738178,3253.67,0.0,345525.67,Essential,soumi
160,161,08/01/2023,Games,False,1177054627052,0.0,1706.41,347232.08,Important,soumi
161,162,08/01/2023,Jewelry,False,1397730295820,0.0,3135.43,350367.51,Essential,soumi
162,163,09/01/2023,Garden,True,1314815020337,3329.69,0.0,347037.82,Non-Essential,soumi
163,164,09/01/2023,Electronics,False,1819924622714,0.0,2426.53,349464.35,Non-important,soumi
164,165,09/01/2023,Grocery,True,1775131737415,4699.32,0.0,344765.03,Essential,soumi
165,166,09/01/2023,Games,True,1952671516579,4021.45,0.0,340743.58,Essential,soumi
166,167,09/01/2023,Sports,False,1685125935239,0.0,2299.69,343043.27,Important,soumi
167,168,09/01/2023,Automotive,False,1366004575601,0.0,3275.35,346318.62,Essential,soumi
168,169,09/01/2023,Toys,True,1265545087584,3177.42,0.0,343141.2,Non-important,soumi
169,170,09/01/2023,Computers,False,1462967422083,0.0,2877.54,346018.74,Essential,soumi
170,171,09/01/2023,Baby,True,1192573332818,2736.1,0.0,343282.64,Non-important,soumi
171,172,09/01/2023,Electronics,True,1639373940174,563.52,0.0,342719.12,Non-important,soumi
172,173,09/01/2023,Sports,False,1971375090135,0.0,1713.47,344432.59,Important,soumi
173,174,09/01/2023,Computers,True,1717324534984,3827.02,0.0,340605.57,Essential,soumi
174,175,09/01/2023,Music,False,1001645990067,0.0,2032.19,342637.76,Non-important,soumi
175,176,10/01/2023,Garden,False,1337366768933,0.0,3692.23,346329.99,Important,soumi
176,177,10/01/2023,Books,False,1192542952887,0.0,734.21,347064.2,Non-Essential,soumi
177,178,10/01/2023,Toys,False,1224018720964,0.0,590.22,347654.42,Essential,soumi
178,179,10/01/2023,Books,False,1278497770308,0.0,3258.3,350912.72,Important,soumi
179,180,10/01/2023,Grocery,False,1838617278290,0.0,853.35,351766.07,Important,soumi
180,181,10/01/2023,Grocery,False,1942998045455,0.0,1704.08,353470.15,Important,soumi
181,182,10/01/2023,Beauty,True,1764149672126,607.19,0.0,352862.96,Essential,soumi
182,183,10/01/2023,Music,False,1112594127301,0.0,2714.28,355577.24,Non-Essential,soumi
183,184,10/01/2023,Books,True,1160441397734,3484.07,0.0,352093.17,Non-important,soumi
184,185,11/01/2023,Home,False,1011574406343,0.0,4612.63,356705.8,Important,soumi
185,186,11/01/2023,Jewelry,False,1991361959174,0.0,4509.93,361215.73,Essential,soumi
186,187,11/01/2023,Games,True,1583016388303,3332.85,0.0,357882.88,Important,soumi
187,188,11/01/2023,Jewelry,True,1347535727722,4049.79,0.0,353833.09,Non-important,soumi
188,189,11/01/2023,Games,False,1721872397417,0.0,2889.96,356723.05,Essential,soumi
189,190,11/01/2023,Kids,False,1219430220388,0.0,3262.0,359985.05,Non-important,soumi
190,191,11/01/2023,Electronics,True,1204072064962,2481.39,0.0,357503.66,Essential,soumi
191,192,11/01/2023,Industrial,True,1767786359392,277.96,0.0,357225.7,Non-important,soumi
192,193,11/01/2023,Automotive,False,1616111156003,0.0,1365.71,358591.41,Essential,soumi
193,194,12/01/2023,Kids,False,1447849502935,0.0,4200.43,362791.84,Non-Essential,soumi
194,195,12/01/2023,Kids,True,1558605550015,3439.86,0.0,359351.98,Important,soumi
195,196,12/01/2023,Tools,True,1359283461601,4066.16,0.0,355285.82,Non-Essential,soumi
196,197,12/01/2023,Automotive,True,1733415742999,710.2,0.0,354575.62,Important,soumi
197,198,12/01/2023,Sports,False,1576023049506,0.0,1801.53,356377.15,Essential,soumi
198,199,12/01/2023,Garden,False,1195231250431,0.0,2382.37,358759.52,Non-Essential,soumi
199,200,12/01/2023,Movies,False,1615467684998,0.0,2084.04,360843.56,Essential,soumi
200,201,12/01/2023,Jewelry,False,1709585006275,0.0,1673.16,362516.72,Non-important,soumi
201,202,12/01/2023,Clothing,True,1357153637664,4142.13,0.0,358374.59,Non-important,soumi
202,203,12/01/2023,Home,True,1303227510075,2578.23,0.0,355796.36,Non-Essential,soumi
203,204,12/01/2023,Clothing,False,1145215259523,0.0,160.02,355956.38,Non-Essential,soumi
204,205,12/01/2023,Beauty,False,1260780324432,0.0,4247.95,360204.33,Essential,soumi
205,206,12/01/2023,Clothing,True,1362785401175,2484.31,0.0,357720.02,Non-important,soumi
206,207,12/01/2023,Movies,False,1206410758754,0.0,3283.55,361003.57,Important,soumi
207,208,12/01/2023,Beauty,True,1139799221234,2826.56,0.0,358177.01,Non-Essential,soumi
208,209,13/01/2023,Outdoors,True,1867169154752,1730.09,0.0,356446.92,Non-Essential,soumi
209,210,13/01/2023,Music,True,1273452936680,4084.41,0.0,352362.51,Non-important,soumi
210,211,13/01/2023,Music,True,1777503558025,3399.91,0.0,348962.6,Non-important,soumi
211,212,13/01/2023,Jewelry,True,1548355649535,3581.89,0.0,345380.71,Important,soumi
212,213,13/01/2023,Grocery,True,1847160701218,4745.86,0.0,340634.85,Important,soumi
213,214,13/01/2023,Health,True,1872443446310,3858.69,0.0,336776.16,Important,soumi
214,215,13/01/2023,Music,True,1324110388095,3866.08,0.0,332910.08,Non-Essential,soumi
215,216,13/01/2023,Books,False,1481505816151,0.0,1116.96,334027.04,Non-important,soumi
216,217,14/01/2023,Kids,False,1847979675869,0.0,2218.32,336245.36,Essential,soumi
217,218,14/01/2023,Music,True,1632316899083,2118.53,0.0,334126.83,Non-Essential,soumi
218,219,14/01/2023,Computers,False,1014102143087,0.0,1139.88,335266.71,Non-Essential,soumi
219,220,14/01/2023,Tools,False,1259410158745,0.0,58.06,335324.77,Non-important,soumi
220,221,14/01/2023,Music,True,1309473372977,3158.69,0.0,332166.08,Essential,soumi
221,222,14/01/2023,Home,True,1000274269107,2064.25,0.0,330101.83,Essential,soumi
222,223,14/01/2023,Kids,False,1915419889322,0.0,2631.85,332733.68,Important,soumi
223,224,14/01/2023,Home,True,1374458583973,2491.94,0.0,330241.74,Non-important,soumi
224,225,14/01/2023,Clothing,False,1936558227236,0.0,1217.81,331459.55,Non-Essential,soumi
225,226,14/01/2023,Books,True,1341932636564,1874.4,0.0,329585.15,Important,soumi
226,227,14/01/2023,Books,False,1020991172147,0.0,3050.68,332635.83,Essential,soumi
227,228,15/01/2023,Games,False,1645171773836,0.0,2007.16,334642.99,Non-Essential,soumi
228,229,15/01/2023,Grocery,True,1550714076298,2303.87,0.0,332339.12,Essential,soumi
229,230,15/01/2023,Grocery,True,1458125065890,2582.15,0.0,329756.97,Essential,soumi
230,231,15/01/2023,Beauty,False,1037758770585,0.0,4020.34,333777.31,Non-important,soumi
231,232,15/01/2023,Shoes,True,1033937403545,2576.81,0.0,331200.5,Essential,soumi
232,233,15/01/2023,Clothing,True,1786520795248,4078.7,0.0,327121.8,Non-important,soumi
233,234,15/01/2023,Music,True,1684594253225,930.25,0.0,326191.55,Non-important,soumi
234,235,15/01/2023,Sports,False,1663555795041,0.0,1196.9,327388.45,Essential,soumi
235,236,15/01/2023,Garden,False,1092530794446,0.0,4834.56,332223.01,Important,soumi
236,237,15/01/2023,Toys,True,1025262480212,2842.06,0.0,329380.95,Non-important,soumi
237,238,15/01/2023,Garden,False,1764570428314,0.0,1380.03,330760.98,Non-Essential,soumi
238,239,15/01/2023,Industrial,True,1266278152102,4208.2,0.0,326552.78,Essential,soumi
239,240,15/01/2023,Computers,True,1831545171491,3389.88,0.0,323162.9,Essential,soumi
240,241,15/01/2023,Baby,False,1945822666351,0.0,2871.09,326033.99,Essential,soumi
241,242,15/01/2023,Outdoors,False,1818055062543,0.0,3913.51,329947.5,Non-Essential,soumi
242,243,15/01/2023,Jewelry,False,1271594208064,0.0,3926.57,333874.07,Important,soumi
243,244,15/01/2023,Music,True,1957760818465,2298.3,0.0,331575.77,Important,soumi
244,245,16/01/2023,Home,False,1515347891402,0.0,2323.36,333899.13,Non-Essential,soumi
245,246,16/01/2023,Kids,True,1555924032682,3352.71,0.0,330546.42,Non-important,soumi
246,247,16/01/2023,Tools,False,1379100098007,0.0,635.11,331181.53,Non-important,soumi
247,248,16/01/2023,Shoes,True,1868281539037,2738.73,0.0,328442.8,Non-important,soumi
248,249,16/01/2023,Books,False,1380859857120,0.0,4050.01,332492.81,Non-important,soumi
249,250,16/01/2023,Sports,False,1078223307129,0.0,4300.74,336793.55,Non-Essential,soumi
250,251,16/01/2023,Shoes,True,1433903914585,568.58,0.0,336224.97,Non-Essential,soumi
251,252,16/01/2023,Kids,False,1619828251337,0.0,2365.32,338590.29,Non-Essential,soumi
252,253,16/01/2023,Toys,False,1165240058266,0.0,1495.64,340085.93,Non-Essential,soumi
253,254,16/01/2023,Automotive,False,1397427896840,0.0,2484.95,342570.88,Essential,soumi
254,255,16/01/2023,Shoes,True,1386277208603,4219.18,0.0,338351.7,Non-Essential,soumi
255,256,17/01/2023,Sports,False,1828074320652,0.0,3307.42,341659.12,Non-Essential,soumi
256,257,17/01/2023,Baby,True,1457384834969,1780.27,0.0,339878.85,Important,soumi
257,258,17/01/2023,Beauty,True,1033892508286,86.48,0.0,339792.37,Non-Essential,soumi
258,259,17/01/2023,Beauty,False,1602327703897,0.0,181.29,339973.66,Essential,soumi
259,260,17/01/2023,Industrial,False,1243413441977,0.0,3427.28,343400.94,Essential,soumi
260,261,17/01/2023,Baby,False,1284000884113,0.0,1069.86,344470.8,Non-Essential,soumi
261,262,18/01/2023,Sports,True,1033115282812,2429.03,0.0,342041.77,Important,soumi
262,263,18/01/2023,Health,False,1475990694012,0.0,429.9,342471.67,Essential,soumi
263,264,18/01/2023,Outdoors,True,1778090182344,1750.04,0.0,340721.63,Non-important,soumi
264,265,18/01/2023,Grocery,False,1425972873088,0.0,1754.43,342476.06,Essential,soumi
265,266,18/01/2023,Books,False,1703284161515,0.0,1109.97,343586.03,Essential,soumi
266,267,18/01/2023,Baby,True,1660057184721,2533.97,0.0,341052.06,Important,soumi
267,268,18/01/2023,Health,True,1326367069633,1164.52,0.0,339887.54,Essential,soumi
268,269,18/01/2023,Sports,True,1858823953853,4033.8,0.0,335853.74,Non-important,soumi
269,270,18/01/2023,Outdoors,True,1510673238894,2705.76,0.0,333147.98,Important,soumi
270,271,18/01/2023,Jewelry,False,1719868556157,0.0,1420.13,334568.11,Non-Essential,soumi
271,272,18/01/2023,Toys,True,1880779075052,712.38,0.0,333855.73,Non-Essential,soumi
272,273,19/01/2023,Books,True,1942826636102,4846.13,0.0,329009.6,Non-important,soumi
273,274,19/01/2023,Grocery,False,1315539734331,0.0,1806.93,330816.53,Essential,soumi
274,275,19/01/2023,Clothing,False,1943340331860,0.0,4585.96,335402.49,Essential,soumi
275,276,19/01/2023,Sports,False,1965765644166,0.0,3132.37,338534.86,Important,soumi
276,277,19/01/2023,Electronics,False,1909840236305,0.0,2806.37,341341.23,Non-important,soumi
277,278,19/01/2023,Shoes,False,1222464190899,0.0,4916.12,346257.35,Non-Essential,soumi
278,279,19/01/2023,Sports,True,1106747320098,714.23,0.0,345543.12,Non-important,soumi
279,280,19/01/2023,Movies,False,1790741085799,0.0,3872.87,349415.99,Important,soumi
280,281,19/01/2023,Kids,True,1032101188201,2988.96,0.0,346427.03,Important,soumi
281,282,19/01/2023,Automotive,False,1197443730665,0.0,2458.61,348885.64,Important,soumi
282,283,19/01/2023,Clothing,True,1518267799054,2960.08,0.0,345925.56,Non-Essential,soumi
283,284,19/01/2023,Shoes,False,1488222571674,0.0,4309.55,350235.11,Non-important,soumi
284,285,19/01/2023,Toys,False,1555700725882,0.0,1963.84,352198.95,Non-important,soumi
285,286,19/01/2023,Garden,False,1905534340032,0.0,1083.06,353282.01,Non-important,soumi
286,287,19/01/2023,Home,True,1539516176771,658.32,0.0,352623.69,Important,soumi
287,288,19/01/2023,Outdoors,False,1069897487236,0.0,634.91,353258.6,Essential,soumi
288,289,19/01/2023,Baby,True,1316251645690,1854.84,0.0,351403.76,Important,soumi
289,290,20/01/2023,Automotive,False,1853604137466,0.0,2939.64,354343.4,Important,soumi
290,291,20/01/2023,Industrial,False,1150205534621,0.0,450.87,354794.27,Important,soumi
291,292,20/01/2023,Industrial,False,1386517771734,0.0,967.76,355762.03,Important,soumi
292,293,20/01/2023,Electronics,False,1698447777985,0.0,3651.0,359413.03,Essential,soumi
293,294,20/01/2023,Books,True,1309973044593,2909.11,0.0,356503.92,Non-Essential,soumi
294,295,20/01/2023,Books,False,1067058297888,0.0,4869.22,361373.14,Non-Essential,soumi
295,296,20/01/2023,Home,False,1046921388555,0.0,4856.75,366229.89,Non-important,soumi
296,297,20/01/2023,Sports,False,1940903147809,0.0,2172.29,368402.18,Non-Essential,soumi
297,298,20/01/2023,Outdoors,False,1144485055172,0.0,2750.02,371152.2,Essential,soumi
298,299,20/01/2023,Garden,True,1123241762129,409.58,0.0,370742.62,Important,soumi
299,300,20/01/2023,Jewelry,False,1680321354354,0.0,681.23,371423.85,Essential,soumi
300,301,20/01/2023,Books,False,1796175089622,0.0,2195.95,373619.8,Non-important,soumi
301,302,20/01/2023,Movies,False,1411177213349,0.0,4131.58,377751.38,Important,soumi
302,303,20/01/2023,Kids,False,1958660834450,0.0,4191.46,381942.84,Important,soumi
